"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
1,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",1,"Bageswari",NA,"Village development committee","Village development committee"
2,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",2,"Balkot",NA,"Village development committee","Village development committee"
3,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",3,"BhaktapurN.P.",NA,"Village development committee","Village development committee"
4,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",4,"Changunarayan",NA,"Village development committee","Village development committee"
5,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",5,"Chhaling",NA,"Village development committee","Village development committee"
6,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",6,"Chitapol",NA,"Village development committee","Village development committee"
7,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",7,"Dadhikot",NA,"Village development committee","Village development committee"
8,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",8,"Duwakot",NA,"Village development committee","Village development committee"
9,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",9,"Gundu",NA,"Village development committee","Village development committee"
10,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",10,"Jhaukhel",NA,"Village development committee","Village development committee"
11,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",11,"Kautunje",NA,"Village development committee","Village development committee"
12,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",12,"MadhyapurThimiN.P.",NA,"Village development committee","Village development committee"
13,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",13,"Nagarkot",NA,"Village development committee","Village development committee"
14,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",14,"Nankhel",NA,"Village development committee","Village development committee"
15,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",15,"Sipadol",NA,"Village development committee","Village development committee"
16,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",16,"Sirutar",NA,"Village development committee","Village development committee"
17,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",17,"Sudal",NA,"Village development committee","Village development committee"
18,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",18,"Tathali",NA,"Village development committee","Village development committee"
19,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",19,"Aginchok",NA,"Village development committee","Village development committee"
20,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",20,"Baireni",NA,"Village development committee","Village development committee"
21,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",21,"Baseri",NA,"Village development committee","Village development committee"
22,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",22,"Benighat",NA,"Village development committee","Village development committee"
23,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",23,"Bhumesthan",NA,"Village development committee","Village development committee"
24,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",24,"Budhathum",NA,"Village development committee","Village development committee"
25,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",25,"Chainpur",NA,"Village development committee","Village development committee"
26,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",26,"ChhatreDyaurali",NA,"Village development committee","Village development committee"
27,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",27,"Darkha",NA,"Village development committee","Village development committee"
28,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",28,"Dhola",NA,"Village development committee","Village development committee"
29,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",29,"Dhussa",NA,"Village development committee","Village development committee"
30,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",30,"Gajuri",NA,"Village development committee","Village development committee"
31,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",31,"Goganpani",NA,"Village development committee","Village development committee"
32,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",32,"Gumdi",NA,"Village development committee","Village development committee"
33,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",33,"Jeewanpur",NA,"Village development committee","Village development committee"
34,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",34,"Jharlang",NA,"Village development committee","Village development committee"
35,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",35,"Jogimara",NA,"Village development committee","Village development committee"
36,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",36,"Jyamrung",NA,"Village development committee","Village development committee"
37,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",37,"Kalleri",NA,"Village development committee","Village development committee"
38,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",38,"Katunje",NA,"Village development committee","Village development committee"
39,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",39,"Kewalpur",NA,"Village development committee","Village development committee"
40,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",40,"Khalte",NA,"Village development committee","Village development committee"
41,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",41,"Khari",NA,"Village development committee","Village development committee"
42,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",42,"Kiranchok",NA,"Village development committee","Village development committee"
43,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",43,"Kumpur",NA,"Village development committee","Village development committee"
44,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",44,"Lapa",NA,"Village development committee","Village development committee"
45,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",45,"Mahadevsthan",NA,"Village development committee","Village development committee"
46,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",46,"Maidi",NA,"Village development committee","Village development committee"
47,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",47,"Marpak",NA,"Village development committee","Village development committee"
48,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",48,"Mulpani",NA,"Village development committee","Village development committee"
49,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",49,"Muralibhanjyang",NA,"Village development committee","Village development committee"
50,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",50,"Nalang",NA,"Village development committee","Village development committee"
51,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",51,"Naubise",NA,"Village development committee","Village development committee"
52,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",52,"Nilkantha",NA,"Village development committee","Village development committee"
53,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",53,"Phulkhark",NA,"Village development committee","Village development committee"
54,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",54,"Pida",NA,"Village development committee","Village development committee"
55,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",55,"ReeGaun",NA,"Village development committee","Village development committee"
56,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",56,"Salang",NA,"Village development committee","Village development committee"
57,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",57,"Salyankot",NA,"Village development committee","Village development committee"
58,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",58,"Salyantar",NA,"Village development committee","Village development committee"
59,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",59,"Sangkosh",NA,"Village development committee","Village development committee"
60,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",60,"Satyadevi",NA,"Village development committee","Village development committee"
61,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",61,"Semjong",NA,"Village development committee","Village development committee"
62,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",62,"Sertung",NA,"Village development committee","Village development committee"
63,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",63,"Sunaulabazar",NA,"Village development committee","Village development committee"
64,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",64,"Tasarpu",NA,"Village development committee","Village development committee"
65,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",65,"Thakre",NA,"Village development committee","Village development committee"
66,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",66,"Tipling",NA,"Village development committee","Village development committee"
67,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",67,"Tripureswor",NA,"Village development committee","Village development committee"
68,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",68,"Aalapot",NA,"Village development committee","Village development committee"
69,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",69,"Baad Bhanjyang",NA,"Village development committee","Village development committee"
70,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",70,"Bajrayogini",NA,"Village development committee","Village development committee"
71,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",71,"Balambu",NA,"Village development committee","Village development committee"
72,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",72,"Baluwa",NA,"Village development committee","Village development committee"
73,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",73,"Bhadrabas",NA,"Village development committee","Village development committee"
74,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",74,"Bhimdhunga",NA,"Village development committee","Village development committee"
75,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",75,"Budanilkantha",NA,"Village development committee","Village development committee"
76,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",76,"Chalnakhel",NA,"Village development committee","Village development committee"
77,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",77,"ChapaliBhadrakali",NA,"Village development committee","Village development committee"
78,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",78,"Chhaimale",NA,"Village development committee","Village development committee"
79,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",79,"ChouketarDahachok",NA,"Village development committee","Village development committee"
80,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",80,"Chunikhel",NA,"Village development committee","Village development committee"
81,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",81,"Daanchhi",NA,"Village development committee","Village development committee"
82,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",82,"Daxinkali",NA,"Village development committee","Village development committee"
83,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",83,"Dhapasi",NA,"Village development committee","Village development committee"
84,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",84,"Dharmasthali",NA,"Village development committee","Village development committee"
85,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",85,"Futung",NA,"Village development committee","Village development committee"
86,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",86,"Gagalphedi",NA,"Village development committee","Village development committee"
87,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",87,"Gokarneswor",NA,"Village development committee","Village development committee"
88,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",88,"Goldhunga",NA,"Village development committee","Village development committee"
89,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",89,"Gonggabu",NA,"Village development committee","Village development committee"
90,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",90,"Gothatar",NA,"Village development committee","Village development committee"
91,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",91,"IchangNarayan",NA,"Village development committee","Village development committee"
92,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",92,"Indrayani",NA,"Village development committee","Village development committee"
93,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",93,"Jhormahankal",NA,"Village development committee","Village development committee"
94,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",94,"Jitpurphedi",NA,"Village development committee","Village development committee"
95,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",95,"Jorpati",NA,"Village development committee","Village development committee"
96,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",96,"Kabhresthali",NA,"Village development committee","Village development committee"
97,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",97,"Kapan",NA,"Village development committee","Village development committee"
98,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",98,"KathmanduN.P.",NA,"Village development committee","Village development committee"
99,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",99,"KhadkaBhadrakali",NA,"Village development committee","Village development committee"
100,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",100,"KirtipurN.P.",NA,"Village development committee","Village development committee"
101,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",101,"Lapsephedi",NA,"Village development committee","Village development committee"
102,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",102,"Machhegaun",NA,"Village development committee","Village development committee"
103,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",103,"Mahadevathan",NA,"Village development committee","Village development committee"
104,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",104,"Mahankal",NA,"Village development committee","Village development committee"
105,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",105,"Manmaiju",NA,"Village development committee","Village development committee"
106,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",106,"Matatirtha",NA,"Village development committee","Village development committee"
107,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",107,"Mulpani",NA,"Village development committee","Village development committee"
108,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",108,"Naglebhare",NA,"Village development committee","Village development committee"
109,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",109,"NaikapNayaBhanjyang",NA,"Village development committee","Village development committee"
110,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",110,"NaikapPuranoBhanjya",NA,"Village development committee","Village development committee"
111,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",111,"Nayapati",NA,"Village development committee","Village development committee"
112,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",112,"Pukhulachhi",NA,"Village development committee","Village development committee"
113,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",113,"Ramkot",NA,"Village development committee","Village development committee"
114,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",114,"Sangla",NA,"Village development committee","Village development committee"
115,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",115,"Satikhel",NA,"Village development committee","Village development committee"
116,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",116,"Satungal",NA,"Village development committee","Village development committee"
117,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",117,"Seuchatar",NA,"Village development committee","Village development committee"
118,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",118,"Sheshnarayan",NA,"Village development committee","Village development committee"
119,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",119,"Sitapaila",NA,"Village development committee","Village development committee"
120,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",120,"Sundarijal",NA,"Village development committee","Village development committee"
121,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",121,"Suntol",NA,"Village development committee","Village development committee"
122,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",122,"Talkududechour",NA,"Village development committee","Village development committee"
123,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",123,"Thankot",NA,"Village development committee","Village development committee"
124,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",124,"Tinthana",NA,"Village development committee","Village development committee"
125,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",125,"TokhaChandeswori",NA,"Village development committee","Village development committee"
126,157,"NPL","Nepal",1,"Central",1,"Bagmati",3,"Kathmandu",126,"TokhaSarswoti",NA,"Village development committee","Village development committee"
127,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",127,"Anaikot",NA,"Village development committee","Village development committee"
128,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",128,"Baldthali",NA,"Village development committee","Village development committee"
129,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",129,"Balting",NA,"Village development committee","Village development committee"
130,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",130,"BaluwapatiDeupur",NA,"Village development committee","Village development committee"
131,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",131,"BanakhuChor",NA,"Village development committee","Village development committee"
132,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",132,"BanepaN.P.",NA,"Village development committee","Village development committee"
133,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",133,"BekhsimleDhartigaun",NA,"Village development committee","Village development committee"
134,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",134,"Bhimkhori",NA,"Village development committee","Village development committee"
135,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",135,"Bhumlutar",NA,"Village development committee","Village development committee"
136,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",136,"Birtadeurali",NA,"Village development committee","Village development committee"
137,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",137,"Budhakhani",NA,"Village development committee","Village development committee"
138,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",138,"ChalalGaneshsthan",NA,"Village development committee","Village development committee"
139,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",139,"ChandeniMandan",NA,"Village development committee","Village development committee"
140,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",140,"Choubas",NA,"Village development committee","Village development committee"
141,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",141,"Chyamrangbesi",NA,"Village development committee","Village development committee"
142,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",142,"ChyasingKharka",NA,"Village development committee","Village development committee"
143,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",143,"DapchaChatraibhanjh",NA,"Village development committee","Village development committee"
144,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",144,"DaraunePokhari",NA,"Village development committee","Village development committee"
145,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",145,"DeuvumiBaluwa",NA,"Village development committee","Village development committee"
146,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",146,"Devitar",NA,"Village development committee","Village development committee"
147,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",147,"DhulikhelN.P",NA,"Village development committee","Village development committee"
148,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",148,"Dhunkharka",NA,"Village development committee","Village development committee"
149,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",149,"DhuseniSiwalaya",NA,"Village development committee","Village development committee"
150,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",150,"Dolalghat",NA,"Village development committee","Village development committee"
151,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",151,"Falatebhumlu",NA,"Village development committee","Village development committee"
152,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",152,"Falemetar",NA,"Village development committee","Village development committee"
153,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",153,"Foksingtar",NA,"Village development committee","Village development committee"
154,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",154,"GairiBisounaDeupur",NA,"Village development committee","Village development committee"
155,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",155,"Ghartichhap",NA,"Village development committee","Village development committee"
156,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",156,"Gokule",NA,"Village development committee","Village development committee"
157,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",157,"Gothpani",NA,"Village development committee","Village development committee"
158,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",158,"HokseBazar",NA,"Village development committee","Village development committee"
159,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",159,"JaisithokMandan",NA,"Village development committee","Village development committee"
160,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",160,"JyamdiMandan",NA,"Village development committee","Village development committee"
161,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",161,"KalatiBhumidanda",NA,"Village development committee","Village development committee"
162,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",162,"KanpurKalapani",NA,"Village development committee","Village development committee"
163,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",163,"KartikeDeurali",NA,"Village development committee","Village development committee"
164,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",164,"KatunjeBesi",NA,"Village development committee","Village development committee"
165,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",165,"KavreNityaChandeswor",NA,"Village development committee","Village development committee"
166,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",166,"KhaharePangu",NA,"Village development committee","Village development committee"
167,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",167,"Khanalthok",NA,"Village development committee","Village development committee"
168,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",168,"Kharelthok",NA,"Village development committee","Village development committee"
169,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",169,"Kharpachok",NA,"Village development committee","Village development committee"
170,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",170,"KolatiBhumlu",NA,"Village development committee","Village development committee"
171,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",171,"Koshidekha",NA,"Village development committee","Village development committee"
172,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",172,"KuruwasChapakhori",NA,"Village development committee","Village development committee"
173,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",173,"Kushadevi",NA,"Village development committee","Village development committee"
174,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",174,"Machchhegaun",NA,"Village development committee","Village development committee"
175,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",175,"MadanKundari",NA,"Village development committee","Village development committee"
176,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",176,"MahadevsthanMandan",NA,"Village development committee","Village development committee"
177,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",177,"Mahadevtar",NA,"Village development committee","Village development committee"
178,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",178,"MahankalChaur",NA,"Village development committee","Village development committee"
179,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",179,"MahendraJyoti",NA,"Village development committee","Village development committee"
180,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",180,"MajhiFeda",NA,"Village development committee","Village development committee"
181,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",181,"Mangaltar",NA,"Village development committee","Village development committee"
182,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",182,"MathurapatiFulbari",NA,"Village development committee","Village development committee"
183,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",183,"Methinkot",NA,"Village development committee","Village development committee"
184,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",184,"Milche",NA,"Village development committee","Village development committee"
185,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",185,"NagreGagarche",NA,"Village development committee","Village development committee"
186,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",186,"Nala(Ugrachandi)",NA,"Village development committee","Village development committee"
187,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",187,"NasikasthanSanga",NA,"Village development committee","Village development committee"
188,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",188,"NayagaunDeupur",NA,"Village development committee","Village development committee"
189,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",189,"PanautiN.P.",NA,"Village development committee","Village development committee"
190,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",190,"Panchkhal",NA,"Village development committee","Village development committee"
191,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",191,"Patalekhet",NA,"Village development committee","Village development committee"
192,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",192,"PokhariChauri",NA,"Village development committee","Village development committee"
193,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",193,"PokhariNarayansthan",NA,"Village development committee","Village development committee"
194,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",194,"PuranogaunDapcha",NA,"Village development committee","Village development committee"
195,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",195,"RaviOpi",NA,"Village development committee","Village development committee"
196,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",196,"RyaleBhir",NA,"Village development committee","Village development committee"
197,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",197,"Saldhara",NA,"Village development committee","Village development committee"
198,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",198,"SalleBhumlu",NA,"Village development committee","Village development committee"
199,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",199,"Salmechakala(Taldhu",NA,"Village development committee","Village development committee"
200,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",200,"SankhupatiChour",NA,"Village development committee","Village development committee"
201,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",201,"Sanowangthali",NA,"Village development committee","Village development committee"
202,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",202,"Saping",NA,"Village development committee","Village development committee"
203,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",203,"SaradaBatase",NA,"Village development committee","Village development committee"
204,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",204,"Saramthali",NA,"Village development committee","Village development committee"
205,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",205,"Sarasyunkhark",NA,"Village development committee","Village development committee"
206,157,"NPL","Nepal",1,"Central",1,"Bagmati",4,"Kavrepalanchok",206,"SathigharBhagawati",NA,"Village development committee","Village development committee"
